# source	term	english
# source\tterm\tenglish\nI2Languages (I2.Loc.LanguageSourceAsset)	UI/Blueprint	Blueprint
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BlessPresident	Bless the President
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Bob	Bob
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BobBook	Book about nuclear warfare
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BobJacket	Bob's Jacket
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BobGlasses	Bob's Glasses
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BuilderBook	Builder Book
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Canvas1	Painting
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAmethyst	Can be sold for a good price.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAnimalPart1	A bird's feather. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAnimalPart2	An impressive tusk. Do we have marine mammals here?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAnimalPart3	A racoon tail. For those craving The Junior Woodchuck style.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAnimalPart4	A fox tail. Could fetch a good price.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAnimalPart5	Antlers, a universally loved pretentious decoration.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyArtOfNegotiationBook1	Discover your inner haggler and learn how to negotiate better prices.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyArtOfNegotiationBook2	Master the art of negotiation and achieve even better prices.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBasicBait	Basic bait for traps.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBigGameBait	Works slower, but allows for catching something bigger.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBlessPresident	Caricature of the President
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBobJacket	Bob's beloved jacket. A bit dirty. Not clear what the fuss is all about.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBobBook	Fallout Protection: What To Know And Do About Nuclear Attack. An informative booklet from one of the pre-Plague governments.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBobGlasses	Stylish corrective glasses. Deemed to look good on every Bob regardless of their species.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBuilderBook	Extreme Shelter Makeover! Learn how to build rooms faster.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCanvas1	Just that you don't have many guests doesn't mean you shouldn't have some quality decoration.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCookBook1	Cooking for One: A simple cuisine for when you don't have to care about anyone else's taste. Teaches you some new cooking recipes.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCookBook2	Nuclear Fusion Cuisine: Ideas to spice up your shelter life! Teaches you some new cooking recipes.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCookBook3	Eating from the Trash Can All the Time: Best dishes from leftovers. Teaches you some new cooking recipes.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyDiamond	Coal that's been through a lot of pressure. A rare and valuable gem.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyDoItYourselfBook1	Handyperson's Handbook. Learn to craft faster.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyDoItYourselfBook2	Handyperson's Handbook, Vol. II. Learn to craft even faster.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyDriedGuarana	Dried guarana. Energy with a longer expiration date.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyEmerald	No need for green-tinted glasses here. Can be sold for a good price.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyEnergyDrink	Delays the need for sleep. Just don't rely on it as your main source of nutrition.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyEpicBait	A bait that might let you catch very rare creatures.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyExoticBait	A bait for rarer animals.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyFastBait	Fast bait for fast effects.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGaiger	Not great, not terrible. A bit rusty, but should show levels of radiation properly.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGardeningBook1	Hortus Conclusus: Learn how to grow plants faster.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGardeningBook2	The Secret Gardening: Learn how to grow plants even faster.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGold	It does glitter and can be sold for good price.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGuarana	A climbing plant and a stimulant rich in caffeine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGuaranaWild	A wild guarana plant appears. It's super effective! (Due to its high caffeine concentration.)
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyHealthyEatingBook	Eat, Nuke, Love: Healthy kitchen for the citizen of the world. Learn to make the most of your food.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyIronOre	Melt it in a furnace to get some metal.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyKnife	A basic tool of every prepper.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyLogs block	The logs are blocking your way!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyLucille	An upgraded baseball bat. Could probably take on zombies. (Hope we haven't those around...?)
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMachet	DesKeyMachet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMartialArtsBook1	Deterrence and Retaliation: Learn how to be more effective in combat. It will let you move and attack simultaneously.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMartialArtsBook2	Assured Destruction: Learn how to be even more effective in combat. It will unlock critical hits.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMiningPassFour	Pass card to level -5 in the mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMiningPassOne	Pass card to level -2 in the mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMiningPassThree	Pass card to level -4 in the mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMiningPassTwo	Pass card to level -3 in the mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMiningPassZero	Pass card to level -1 in the mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMiningPassFive	Pass card to the mysterious, variable lowest level of the mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter1	A letter from a stranger who calls himself "The Minuteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter2	A letter from a stranger who calls himself "The Minuteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter3	A letter from a stranger who calls himself "The Minuteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter4	A letter from a stranger who calls himself "The Minuteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter5	A letter from a stranger who calls himself "The Minuteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter6	A letter from a stranger who calls himself "The Minuteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter7	A letter from a stranger who calls himself "The Minuteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter8	A letter from a stranger who calls himself "The Minuteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyNoSleepBook	Sleeper Agent: Learn how to sleep and nap more efficiently.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPetrolheadBook	Hit the Fury Road: Learn how to use fuel more efficiently.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPhoto	A photo from the plane wreck. Depicts a pilot in an airplane. Wait, is it... Mr. Prepper?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPill	This drug will keep you awake through the night.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPipe	DesKeyPipe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPlanObject	Your precious ULTIMATE PLAN. It will help you escape.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPostMan	
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPreppersGuideBook	The Preppy Guide to Prepping: Learn how to be more Prepared.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyRocketPhoto	A picture of a magnificent rocket. Very inspiring.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyRoomUpgradeProto	
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyRottenFood	Oops... it's spoiled. Keeping food in a fridge makes it last longer.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyRuby	A gemstone red-tinted thanks to chromium. Can be sold for good price.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySeed Cucumber	Put them into a planter to grow cucumber.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySeed Guarana	Put them into a planter to grow guarana.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyShroomsWild	Wild mushrooms. Come back where you found them sometime, they may regrow from the mycelium.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySladgeHammer	
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySpear	DesKeySpear
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyStrengthTrainingBook1	Atlas Jacked: Learn how to carry more weight.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyStrengthTrainingBook2	Atlas More Jacked: Learn how to carry even more weight.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyStuff	DesKeyStuff
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySupremeBait	A bait that's both fast and effective.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySuspiciousBush	DesKeySuspiciousBush
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyTestW2	DesKeyTestW2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyTomahawk	DesKeyTomahawk
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyWalrusBook	Project Iceworm: Learn how to deal with very low temperatures
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeybasePref	
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyherbFirstLetter	A letter in a beautiful, flowery handwriting.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Diamond	Diamond
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DoItYourselfBook1	Handyperson's Handbook
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DoItYourselfBook2	Handyperson's Handbook II
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DriedGuarana	Dried Guarana
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Emerald	Emerald
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EnergyDrink	Energy Drink
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EpicBait	Epic Bait
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Gaiger	Geiger Counter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GardeningBook1	Hortus Conclusus
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GardeningBook2	The Secret Gardener (Gardening II)
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Gold	Gold
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Guarana	Guarana
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GuaranaWild	Wild Guarana
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HealthyEatingBook	Eat, Nuke, Love: Healthy kitchen
I2Languages (I2.Loc.LanguageSourceAsset)	Items/IronOre	Iron Ore
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Knife	Knife
I2Languages (I2.Loc.LanguageSourceAsset)	Items/KolejkaLesna	KolejkaLesna
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Logs block	Logs block
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LootBoxMine	Wooden mine box
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LootBoxMine2	Wooden mine box
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LootBoxMineUranium	Wooden mine box
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Lucille	Lucille
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Machet	Machet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MartialArtsBook1	Deterrence and Retaliation
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MartialArtsBook2	Assured Destruction
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassFive	Mining Pass - Mysterious level
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassFour	Mining Pass -5
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassThree	Mining Pass -4
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassTwo	Mining Pass -3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassZero	Mining Pass -1
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningRock	Big Rock
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter1	Minuteman's Letter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter2	Minuteman's Letter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter3	Minuteman's Letter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter4	Minuteman's Letter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter5	Minuteman's Letter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter6	Minuteman's Letter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter7	Minuteman's Letter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter8	Minuteman's Letter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NoSleepBook	Sleeper Agent
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PetrolheadBook	Hit the Fury Road
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Photo	Photo
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PickRock	Rock
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Pill	Pill
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Pipe	Pipe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlanObject	Escape Plan
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PostMan	Postman
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PreppersGuideBook	The Preppy Guide to Prepping
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RocketPhoto	Rocket Photo
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoomUpgradeProto	RoomUpgradeProto
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RottenFood	Rotten Food
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Ruby	Ruby
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Seed Guarana	Guarana Seed
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ShroomsWild	Wild Mushrooms
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SladgeHammer	Sledgehammer
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Spear	Spear
I2Languages (I2.Loc.LanguageSourceAsset)	Items/StrengthTrainingBook1	Atlas Jacked
I2Languages (I2.Loc.LanguageSourceAsset)	Items/StrengthTrainingBook2	Atlas More Jacked
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Stuff	Stuff
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SupremeBait	Supreme Bait
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SuspiciousBush	Suspicious Bush
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TestW2	TestW2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Tomahawk	Tomahawk
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WalrusBook	Project Iceworm
I2Languages (I2.Loc.LanguageSourceAsset)	Items/basePref	basePref
I2Languages (I2.Loc.LanguageSourceAsset)	Items/des kfu guliga holi gaba raba rada wada wosumano i oli kabo do salinano uso do	des kfu guliga holi gaba raba rada wada wosumano i oli kabo do salinano uso do
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbFirstLetter	Letter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HerbPill	Letter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoastedDeerMeat	Roasted haunch of meat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoastedDeerMeat	Okay, now I know I'm not above eating Bambi.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoastedBoarMeat	Steak
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoastedBoarMeat	Well roasted, Obelix would be proud.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbBed	Jenny's Bed
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbBedDes	But grandmother! What small cabin do you have, said Little Prepp Riding Hood.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbDeerTrophy	Jenny's Deer Trophy
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbDeerTrophyDes	A hunter's trophy? Perhaps there is more to the Herbalist than meets the eye.\nAnd what's the deal with these antlers?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbGrowingBox	Jenny's Growing Box
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbGrowingBoxDes	A growing box. Somehow I have a feeling these are not only decorative plants.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbTV	Jenny's TV
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbTVDes	There's nothing worthwhile on TV since the Plague, only news about successes of government, outdated educational programs, and old westerns.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbWeedHook	Weed hook
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbWeedHookDes	This is probably a weeding tool. But it could definitely kill you.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbDaisyGrubber	Daisy Grubber
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbDaisyGrubberDes	A gardening tool or a torture device? I don't trust the cute daisy painted on it. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Calendar	Calendar
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CalendarDes	Helps to keep track of important events
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Foil	Foil
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFoil	Best protection from mind-controlling waves.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RadioReciver	Joe's Radio
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRadioReciver	This is surely an old device, but it looks like it could pick up transmissions from afar.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoomUpgradeBook1	Underground Gardening
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoomUpgradeBook1	Is this book about gardening below the ground level or about hiding from the authorities? Yes.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BrokenRevolwer	Broken Revolver
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBrokenRevolwer	It's broken.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Path	Path
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SignTraps	Traps Sign
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HunterNote	Huntress's note
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Bunk	Bunk
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescBunk	An austere bed. Sleep is obviously not the priority here.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FortObserverMonitor	Monitor
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FortObserverMonitorStorage	Monitor
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescFortObserverMonitor	One of the monitors of the Fort Observer base. Who observes the observers?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FortObserverPass	Access card
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescFortObserverPass	An access card to somewhere. Found in the plane wreckage.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AICore	AI core
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescAICore	The core of Fort Observer's security AI.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AICoreCase	AI core case
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescAICoreCase	A casing of security AI core. Maybe something could be put inside?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FakeAICore	Fake AI core
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescFakeAICore	A fake AI core with a custom inside
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RocketPartCore	Rocket control module
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescRocketPartCore	An AI-based rocket control module. Crucial for your escape plan.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Bigos	Bigos
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBigos	A hearty, aromatic cabbage and meat stew. A recipe from Grandma Marianna.
